Date,6M_R,1Y_R,2Y_R,3Y_R,4Y_R,5Y_R,10Y_R
2013-03-22,2.4668,2.6300,2.9483,3.3150,3.5118,3.6374,4.0403
2013-03-25,2.4625,2.6196,2.9226,3.2894,3.4815,3.5928,4.0151
2013-03-26,2.5196,2.6719,2.9485,3.2934,3.4808,3.5889,4.0210
2013-03-27,2.4846,2.6240,2.8761,3.2476,3.4429,3.5615,3.9987
2013-03-28,2.4995,2.6352,2.9162,3.2900,3.5210,3.6707,4.1314
2013-04-01,2.5462,2.6685,2.9585,3.3245,3.5884,3.7317,4.2184
2013-04-02,2.5167,2.5996,2.8888,3.2795,3.5336,3.6850,4.1864
2013-04-03,2.6225,2.7132,3.0169,3.3750,3.6046,3.7433,4.2678
2013-04-04,2.6196,2.7002,2.9911,3.3364,3.5526,3.7093,4.2692
2013-04-05,2.4949,2.5636,2.8184,3.1719,3.4040,3.5540,4.1080
2013-04-08,2.4897,2.5551,2.8141,3.1720,3.4156,3.5778,4.1343
2013-04-09,2.5502,2.6062,2.8461,3.1949,3.4230,3.5897,4.1298
2013-04-10,2.5633,2.6175,2.8670,3.2035,3.4245,3.5991,4.1310
2013-04-11,2.6201,2.6768,2.9095,3.2609,3.4740,3.6571,4.1685
2013-04-12,2.9559,3.0308,3.2515,3.4903,3.6325,3.7951,4.2131
2013-04-15,3.0018,3.0737,3.2904,3.5622,3.6958,3.8514,4.2578
2013-04-16,3.0480,3.1193,3.3229,3.5872,3.7203,3.8735,4.2655
2013-04-17,3.0569,3.1245,3.3048,3.5669,3.6973,3.8349,4.2599
2013-04-18,2.5876,2.6377,2.8445,3.1780,3.3830,3.5373,4.0712
2013-04-19,2.5619,2.6333,2.8799,3.2027,3.3771,3.5198,4.0408
2013-04-22,2.5184,2.5935,2.8065,3.1486,3.3282,3.4715,4.0224
2013-04-23,2.5152,2.5849,2.7582,3.1245,3.3132,3.4622,4.0327
2013-04-24,2.5504,2.6158,2.7984,3.1616,3.3459,3.4972,4.0701
2013-04-25,2.6169,2.6793,2.8681,3.2522,3.4346,3.5707,4.1296
2013-04-26,2.6192,2.6766,2.8694,3.2167,3.3976,3.5427,4.1291
2013-04-29,2.6357,2.6887,2.8859,3.1921,3.3777,3.5287,4.1147
2013-04-30,2.6612,2.7100,2.9104,3.1915,3.3718,3.5129,4.0951
2013-05-02,2.6381,2.6820,2.8413,3.0843,3.2692,3.4032,3.9730
2013-05-03,2.6942,2.7342,2.8965,3.1411,3.3338,3.4590,4.0224
2013-05-06,2.6687,2.7033,2.8518,3.0987,3.2878,3.4319,4.0117
2013-05-07,2.6539,2.6829,2.8123,3.0640,3.2474,3.4134,4.0008
2013-05-08,2.6383,2.6809,2.7930,3.0546,3.2425,3.4103,4.0044
2013-05-09,2.6681,2.7033,2.8234,3.1043,3.3207,3.4993,4.0665
2013-05-10,2.7653,2.7925,2.9025,3.2047,3.4200,3.6116,4.1628
2013-05-13,2.7594,2.7774,2.8611,3.1807,3.3821,3.5853,4.1447
2013-05-14,2.7775,2.7865,2.8926,3.2480,3.4626,3.6845,4.2717
2013-05-15,2.7400,2.7400,2.8194,3.1869,3.4109,3.6041,4.2305
2013-05-16,2.8043,2.8043,2.8809,3.2249,3.4132,3.5852,4.1706
2013-05-17,2.8705,2.8705,2.9858,3.3320,3.5032,3.6468,4.2099
2013-05-20,2.9014,2.9014,3.0265,3.4008,3.5745,3.7200,4.2642
2013-05-21,2.9006,2.9006,3.0095,3.3854,3.5652,3.6995,4.2637
2013-05-22,2.9095,2.9095,3.0533,3.4136,3.5926,3.7394,4.2823
2013-05-23,2.9385,2.9385,3.0847,3.4398,3.6159,3.7594,4.3302
2013-05-24,2.9694,2.9694,3.1183,3.5032,3.7092,3.8592,4.4239
2013-05-27,2.9494,2.9494,3.1329,3.5437,3.7402,3.9047,4.5484
2013-05-28,2.9207,2.9207,3.1713,3.6423,3.8353,4.0200,4.6062
2013-05-29,2.8304,2.8304,3.0834,3.5628,3.7649,3.9418,4.5666
2013-05-31,3.3761,3.3761,3.7526,4.0986,4.2692,4.3867,4.8017
2013-06-03,3.4740,3.4740,3.8208,4.1335,4.2888,4.3938,4.8460
2013-06-04,3.4365,3.4365,3.6861,4.0261,4.1955,4.3123,4.7915
2013-06-05,3.4663,3.4663,3.7221,4.0786,4.2364,4.3288,4.7785
2013-06-06,3.5891,3.5891,3.8377,4.1960,4.3327,4.4175,4.8269
2013-06-07,3.5900,3.5900,3.8802,4.2649,4.4039,4.5165,4.9027
2013-06-10,3.6675,3.6675,4.0722,4.5246,4.6921,4.8143,5.2187
2013-06-11,3.7165,3.7165,4.1706,4.6378,4.7741,4.9218,5.3191
2013-06-12,3.8930,3.8930,4.3645,4.8091,4.9390,5.0795,5.4367
2013-06-13,3.7500,3.7500,4.1103,4.5383,4.6858,4.8596,5.1722
2013-06-14,3.8077,3.8077,4.2815,4.7236,4.8766,5.0365,5.2634
2013-06-17,4.0587,4.0587,4.5743,4.9555,5.0971,5.2110,5.3606
2013-06-18,4.2975,4.2975,4.9186,5.3475,5.4574,5.5124,5.5292
2013-06-19,4.4517,4.4517,5.0945,5.6086,5.7354,5.8278,5.8649
2013-06-20,4.6221,4.6221,5.1623,5.6823,5.7731,5.7481,5.6573
2013-06-21,4.5575,4.5575,4.9848,5.4397,5.4583,5.4321,5.4245
2013-06-24,4.2264,4.2264,4.4764,4.9485,5.0798,5.1129,5.2322
2013-06-25,4.0000,4.0000,4.2855,4.6984,4.8975,4.9936,5.1735
2013-06-26,3.9313,3.9313,4.2557,4.7073,4.9081,5.0061,5.1795
2013-06-27,3.7344,3.7344,4.1000,4.5958,4.7896,4.9060,5.1016
2013-06-28,3.7462,3.7462,4.2116,4.7973,4.9760,5.0820,5.2648
2013-07-01,3.7384,3.7384,4.1998,4.7600,4.9184,5.0195,5.2069
2013-07-02,3.5743,3.5743,4.0796,4.6605,4.8038,4.9239,5.1283
2013-07-03,3.5947,3.5947,4.0838,4.6727,4.8642,4.9543,5.1490
2013-07-04,3.6862,3.6862,4.2603,4.8500,5.0392,5.1257,5.3171
2013-07-05,3.6933,3.6933,4.2807,4.9378,5.1021,5.1973,5.3378
2013-07-08,3.6943,3.6943,4.2285,4.8361,4.9985,5.0948,5.2698
2013-07-09,3.6943,3.6943,4.2321,4.8376,4.9989,5.0950,5.2697
2013-07-10,3.8594,3.8594,4.3671,4.8507,5.0336,5.1110,5.3004
2013-07-11,3.8601,3.8601,4.3756,4.8677,5.0556,5.1447,5.3641
2013-07-12,3.8300,3.8300,4.3355,4.8172,5.0091,5.1426,5.3996
2013-07-15,3.8508,3.8508,4.2853,4.7246,4.8977,5.0075,5.2694
2013-07-16,3.8371,3.8371,4.2429,4.7018,4.8708,4.9941,5.2722
2013-07-17,3.8497,3.8497,4.1672,4.6165,4.7684,4.8997,5.1809
2013-07-18,3.8501,3.8501,4.1124,4.5520,4.6927,4.8035,5.0434
2013-07-19,3.8264,3.8264,4.0333,4.4522,4.5815,4.6962,4.9833
2013-07-22,3.7140,3.7140,3.9543,4.3618,4.4830,4.5994,4.9417
2013-07-23,3.6100,3.6100,3.8730,4.2626,4.3634,4.4840,4.8869
2013-07-24,3.5464,3.5464,3.9141,4.3170,4.4438,4.5785,4.9814
2013-07-25,3.5331,3.5331,3.9439,4.3677,4.4958,4.6415,5.0376
2013-07-26,3.5410,3.5410,3.9930,4.4004,4.5329,4.6923,5.0782
2013-07-29,3.5899,3.5899,4.0878,4.5326,4.6925,4.8586,5.2498
2013-07-30,3.6585,3.6585,4.2484,4.7018,4.8356,4.9870,5.3206
2013-07-31,3.6302,3.6302,4.2165,4.6260,4.7484,4.8838,5.2368
2013-08-01,3.7000,3.7000,4.4196,4.8607,4.9811,5.0950,5.3582
2013-08-02,3.6500,3.6500,4.3123,4.7383,4.8893,5.0066,5.2901
2013-08-05,3.6301,3.6301,4.2531,4.6808,4.8188,4.9469,5.2458
2013-08-06,3.6000,3.6000,4.2491,4.7395,4.9031,5.0213,5.3024
2013-08-07,3.5245,3.5245,4.1406,4.6780,4.8690,5.0061,5.3099
2013-08-08,3.4786,3.4786,4.0517,4.5876,4.8174,4.9590,5.2896
2013-08-09,3.4317,3.4317,3.9570,4.5094,4.7679,4.9256,5.2390
2013-08-12,3.5500,3.5500,4.2025,4.7636,5.0241,5.1683,5.4345
2013-08-13,3.6700,3.6700,4.3065,4.8928,5.1282,5.2626,5.4429
2013-08-14,3.6942,3.6942,4.4615,5.1132,5.3462,5.4752,5.6037
2013-08-15,3.7107,3.7107,4.5199,5.1767,5.3473,5.4497,5.5501
2013-08-16,3.7553,3.7613,4.6774,5.2867,5.4448,5.5255,5.5557
2013-08-19,3.8740,3.8882,4.8980,5.4562,5.5848,5.6395,5.6314
2013-08-20,3.7906,3.8022,4.4994,5.1263,5.2870,5.3309,5.3897
2013-08-21,3.7254,3.7457,4.6140,5.3344,5.5707,5.6225,5.6508
2013-08-22,3.7281,3.7569,4.6527,5.2755,5.4773,5.5407,5.5778
2013-08-23,3.4795,3.5113,4.3443,4.9313,5.1469,5.2300,5.3640
2013-08-26,3.5112,3.5485,4.4023,5.0242,5.2267,5.3430,5.4568
2013-08-27,3.4900,3.5340,4.3988,5.0033,5.2038,5.3138,5.4667
2013-08-28,3.4350,3.4865,4.3621,4.9432,5.1540,5.2649,5.4678
2013-08-29,3.5903,3.6468,4.5486,5.1929,5.4166,5.5408,5.6383
2013-08-30,3.6295,3.6935,4.6042,5.2280,5.4232,5.5484,5.6455
2013-09-02,3.6300,3.6987,4.6051,5.2365,5.4393,5.5661,5.6718
2013-09-03,3.6622,3.7322,4.6117,5.2523,5.4525,5.5783,5.6803
2013-09-04,3.6647,3.7342,4.5864,5.2489,5.4434,5.5593,5.7022
2013-09-05,3.6611,3.7412,4.6234,5.2692,5.4668,5.5993,5.7316
2013-09-06,3.6074,3.6788,4.4959,5.1717,5.3816,5.5279,5.6892
2013-09-09,3.5862,3.6647,4.4959,5.1654,5.3594,5.4901,5.6703
2013-09-10,3.5312,3.6236,4.4956,5.1471,5.3329,5.4425,5.6428
2013-09-11,3.5425,3.6356,4.4948,5.1529,5.2971,5.3884,5.6164
2013-09-12,3.6399,3.7307,4.5610,5.2197,5.3684,5.4894,5.6691
2013-09-13,3.6227,3.7139,4.5232,5.1743,5.3437,5.4825,5.6744
2013-09-16,3.5738,3.6724,4.5006,5.1583,5.3466,5.4955,5.6671
2013-09-17,3.5350,3.6384,4.4710,5.1283,5.3161,5.4678,5.6736
2013-09-18,3.4002,3.5049,4.2647,4.8280,5.0160,5.1583,5.4337
2013-09-19,3.4721,3.5707,4.3142,4.8976,5.0450,5.1806,5.4442
2013-09-20,3.4306,3.5312,4.2776,4.8720,5.0382,5.1855,5.4255
2013-09-23,3.4307,3.5254,4.2564,4.8709,5.0441,5.1967,5.4672
2013-09-24,3.3912,3.4800,4.1973,4.8304,5.0206,5.1814,5.4622
2013-09-25,3.3731,3.4742,4.2426,4.9040,5.1059,5.2748,5.5223
2013-09-26,3.3537,3.4750,4.3001,4.9652,5.1602,5.3298,5.5950
2013-09-27,3.3550,3.4808,4.3274,5.0102,5.1840,5.3405,5.6169
2013-09-30,3.4297,3.5762,4.4131,5.0217,5.1953,5.3403,5.5994
2013-10-01,3.4497,3.6042,4.4960,5.1497,5.2787,5.4065,5.6420
2013-10-02,3.5052,3.6667,4.5328,5.1422,5.2737,5.4020,5.6329
2013-10-03,3.3408,3.5147,4.3956,5.0071,5.1955,5.3610,5.6491
2013-10-04,3.3097,3.4800,4.3546,4.9864,5.2130,5.3959,5.6991
2013-10-07,3.2984,3.4589,4.2957,4.9254,5.1875,5.3822,5.6953
2013-10-08,3.3000,3.4620,4.2822,4.8947,5.1521,5.3437,5.6776
2013-10-09,3.3056,3.4467,4.2026,4.7953,5.0477,5.2392,5.6579
2013-10-10,3.4994,3.6668,4.4348,4.9675,5.1632,5.3436,5.6786
2013-10-11,3.4792,3.6628,4.4640,5.0030,5.1859,5.3575,5.7029
2013-10-14,3.4797,3.6671,4.4874,5.0404,5.2077,5.3762,5.7068
2013-10-15,3.4500,3.6399,4.4891,5.0698,5.2281,5.3941,5.7053
2013-10-16,3.4501,3.6454,4.5071,5.0941,5.2458,5.4038,5.7044
2013-10-17,3.5586,3.7684,4.6230,5.1685,5.2827,5.4203,5.6750
2013-10-18,3.5603,3.7785,4.6533,5.2240,5.3674,5.4981,5.7356
2013-10-21,3.5410,3.7678,4.6587,5.2401,5.4151,5.5685,5.7671
2013-10-22,3.5466,3.7485,4.5699,5.1287,5.3255,5.4924,5.7417
2013-10-23,3.5105,3.7126,4.5076,5.0454,5.2478,5.4139,5.7077
2013-10-24,3.5300,3.7439,4.5675,5.1157,5.3058,5.4615,5.7212
2013-10-25,3.5110,3.7365,4.5865,5.1364,5.2951,5.4370,5.6897
2013-10-28,3.5205,3.7673,4.6339,5.1746,5.3356,5.4734,5.6842
2013-10-29,3.5000,3.7516,4.6145,5.1507,5.3145,5.4504,5.6761
2013-10-30,3.5087,3.7515,4.5869,5.1172,5.2975,5.4362,5.6796
2013-10-31,3.4815,3.7631,4.6796,5.2426,5.4137,5.5371,5.7479
2013-11-01,3.5050,3.8273,4.8220,5.4003,5.5360,5.6454,5.8542
2013-11-04,3.5060,3.8411,4.8399,5.4154,5.5730,5.6960,5.8924
2013-11-05,3.5102,3.8864,4.9275,5.5081,5.6875,5.8193,5.9972
2013-11-06,3.5358,3.9241,4.9653,5.5417,5.7339,5.8673,6.0435
2013-11-07,3.6485,4.0704,5.1643,5.7627,5.9394,6.0485,6.1933
2013-11-08,3.7510,4.1969,5.2858,5.8643,6.0243,6.1107,6.2527
2013-11-11,3.7400,4.2026,5.2944,5.8694,6.0462,6.1428,6.2603
2013-11-12,3.7291,4.1591,5.1913,5.7352,5.8857,5.9754,6.1115
2013-11-13,3.6800,4.0832,5.0641,5.5918,5.7406,5.8297,6.0229
2013-11-14,3.6493,4.0256,4.9364,5.4269,5.5847,5.6975,5.9966
2013-11-18,3.6398,3.9871,4.8734,5.3533,5.4808,5.5859,5.9267
2013-11-19,3.6988,4.0892,5.0188,5.5026,5.6312,5.7409,6.0333
2013-11-20,3.6988,4.0940,5.0223,5.5030,5.6315,5.7413,6.0333
2013-11-21,3.7665,4.2134,5.1792,5.6635,5.8089,5.9198,6.1832
2013-11-22,3.7623,4.2113,5.1761,5.6680,5.8328,5.9493,6.1942
2013-11-25,3.7700,4.2283,5.2186,5.7278,5.9157,6.0497,6.3008
2013-11-26,3.7714,4.1805,5.1286,5.6567,5.8659,6.0045,6.2978
2013-11-27,3.7700,4.1858,5.1457,5.6788,5.8923,6.0337,6.3077
2013-11-28,3.6002,3.9947,4.9644,5.5504,5.8125,5.9731,6.3362
2013-11-29,3.6466,4.0730,5.0704,5.6670,5.9501,6.1143,6.4660
2013-12-02,3.7318,4.2154,5.2477,5.8376,6.1167,6.2816,6.6074
2013-12-03,3.7500,4.2459,5.2938,5.8893,6.1712,6.3381,6.6566
2013-12-04,3.7437,4.2140,5.2494,5.8546,6.1448,6.3175,6.6622
2013-12-05,3.7600,4.2118,5.2019,5.7793,6.0451,6.2045,6.5521
2013-12-06,3.7506,4.2016,5.1894,5.7645,6.0267,6.1805,6.5158
2013-12-09,3.7484,4.1561,5.1278,5.7118,5.9600,6.1080,6.4706
2013-12-10,3.7467,4.1073,5.0363,5.6163,5.8796,6.0351,6.3817
2013-12-11,3.7035,4.0404,4.9516,5.5442,5.8363,6.0041,6.3868
2013-12-12,3.6780,4.0001,4.8834,5.4639,5.7725,5.9569,6.3638
2013-12-13,3.6788,3.9968,4.8830,5.4613,5.7763,5.9687,6.3738
2013-12-16,3.6702,3.9966,4.8802,5.4508,5.7531,5.9412,6.3672
2013-12-17,3.7666,4.0786,4.9469,5.4949,5.7713,5.9535,6.3410
2013-12-18,3.8709,4.1311,4.9186,5.4451,5.7344,5.9249,6.3359
2013-12-19,3.7602,4.0809,4.9783,5.5598,5.8703,6.0674,6.4339
2013-12-20,3.7979,4.1375,5.0863,5.6908,6.0168,6.2119,6.4821
2013-12-23,3.7869,4.1250,5.0744,5.6761,5.9876,6.1728,6.4609
2013-12-24,3.7869,4.1277,5.0782,5.6776,5.9883,6.1732,6.4607
2013-12-26,3.8011,4.1279,5.1116,5.7363,6.0514,6.2336,6.5091
2013-12-27,3.8001,4.1163,5.0772,5.6899,5.9955,6.1733,6.4438
2013-12-30,3.7000,4.0509,5.0307,5.6546,5.9745,6.1534,6.4367
2013-12-31,3.7000,4.0535,5.0345,5.6563,5.9752,6.1538,6.4365
2014-01-02,3.7150,4.0969,5.1025,5.7402,6.0596,6.2275,6.4701
2014-01-03,3.7325,4.1115,5.1091,5.7426,6.0729,6.2422,6.4724
2014-01-06,3.7305,4.1208,5.1442,5.7788,6.0972,6.2648,6.4846
2014-01-07,3.7218,4.1140,5.1380,5.7514,6.0498,6.2130,6.4578
2014-01-08,3.7485,4.1338,5.1806,5.8034,6.1004,6.2656,6.4913
2014-01-09,3.7321,4.1211,5.1878,5.8166,6.1130,6.2818,6.5359
2014-01-10,3.7100,4.1311,5.1827,5.7520,6.0262,6.2082,6.5073
2014-01-13,3.7853,4.2255,5.2633,5.8186,6.0874,6.2602,6.5172
2014-01-14,3.8279,4.2953,5.3418,5.9049,6.1740,6.3154,6.5567
2014-01-15,3.8650,4.2936,5.3126,5.8667,6.1328,6.3122,6.5842
2014-01-16,4.1325,4.4666,5.3936,5.9088,6.1589,6.3337,6.5831
2014-01-17,4.1110,4.4394,5.3526,5.8406,6.0954,6.2749,6.5193
2014-01-20,4.1740,4.5352,5.4614,5.9350,6.2005,6.3814,6.5925
2014-01-21,4.2527,4.6237,5.5688,6.0460,6.2882,6.4608,6.6941
2014-01-22,4.2907,4.6588,5.5904,6.0576,6.2987,6.4755,6.7201
2014-01-23,4.4633,4.8269,5.7673,6.2381,6.4800,6.6525,6.9090
2014-01-24,4.4984,4.8708,5.7809,6.2254,6.4541,6.6159,6.8612
2014-01-27,4.5495,4.9719,5.8744,6.2988,6.5430,6.7149,6.9201
2014-01-28,4.6350,5.0529,5.9434,6.3762,6.6207,6.7882,7.0081
2014-01-29,4.8400,5.2512,6.0887,6.4537,6.6661,6.8229,7.0119
2014-01-30,5.0100,5.4756,6.3036,6.6265,6.7691,6.8810,6.9888
2014-01-31,5.0543,5.4899,6.2998,6.6301,6.7846,6.8828,6.9758
2014-02-03,5.0817,5.5135,6.3221,6.6509,6.8053,6.9031,7.0186
2014-02-04,5.0515,5.4026,6.1935,6.5427,6.7087,6.8292,6.9957
2014-02-05,5.0800,5.2886,6.0172,6.3621,6.5358,6.6877,6.9182
2014-02-06,5.0710,5.2777,5.9834,6.3211,6.4942,6.6434,6.8958
2014-02-07,4.9150,5.0360,5.7401,6.1069,6.3432,6.5170,6.8187
2014-02-10,4.8519,4.9276,5.6920,6.0985,6.3638,6.5413,6.8518
2014-02-11,4.7499,4.9184,5.7596,6.1668,6.4338,6.6043,6.8778
2014-02-12,4.8660,5.0126,5.8582,6.2435,6.4877,6.6409,6.8944
2014-02-13,4.9351,5.0493,5.8381,6.1984,6.4106,6.5571,6.8208
2014-02-14,4.8783,4.9817,5.7570,6.1120,6.3124,6.4629,6.7967
2014-02-17,4.8177,4.8524,5.6117,5.9961,6.2273,6.3569,6.7592
2014-02-18,4.7458,4.7118,5.4367,5.8529,6.1179,6.2471,6.7175
2014-02-19,4.7575,4.7329,5.4909,5.9000,6.1545,6.2902,6.7421
2014-02-20,4.6753,4.6387,5.3789,5.7731,6.0280,6.1551,6.6282
2014-02-21,4.6675,4.5923,5.3298,5.7143,5.9715,6.0949,6.5436
2014-02-24,4.6384,4.5527,5.2961,5.6765,5.9494,6.0892,6.5238
2014-02-25,4.6795,4.5590,5.3024,5.6910,5.9538,6.0975,6.5221
2014-02-26,4.6784,4.5499,5.3030,5.6873,5.9297,6.0644,6.4651
2014-02-27,4.6234,4.4819,5.2195,5.5917,5.8279,5.9624,6.3549
2014-02-28,4.6472,4.5387,5.3196,5.7142,5.9474,6.0900,6.4637
2014-03-05,4.6291,4.5383,5.3327,5.7291,5.9640,6.0947,6.4737
2014-03-06,4.6312,4.5566,5.3614,5.7602,6.0027,6.1457,6.5097
2014-03-07,4.5496,4.5346,5.4284,5.8519,6.1086,6.2499,6.5906
2014-03-10,4.5636,4.5520,5.5335,5.9713,6.2256,6.3561,6.6952
2014-03-11,4.5929,4.6003,5.5901,6.0115,6.2652,6.4021,6.7551
2014-03-12,4.4141,4.5073,5.5056,5.9226,6.1893,6.3376,6.7200
2014-03-13,4.3546,4.4776,5.4712,5.8653,6.1167,6.2805,6.6876
2014-03-14,4.3139,4.4616,5.4890,5.8688,6.1510,6.3230,6.7262
2014-03-17,4.2628,4.3951,5.4804,5.8765,6.1725,6.3477,6.7486
2014-03-18,4.2848,4.4233,5.5473,5.9486,6.2483,6.4177,6.8005
2014-03-19,4.3643,4.5125,5.6720,6.0800,6.3843,6.5567,6.8892
2014-03-20,4.3390,4.5280,5.6803,6.0936,6.3927,6.5505,6.8256
2014-03-21,4.3683,4.5403,5.6506,6.0303,6.3002,6.4666,6.7580
2014-03-24,4.3378,4.5290,5.6213,5.9997,6.2422,6.3976,6.6924
2014-03-25,4.3223,4.5102,5.5861,5.9444,6.1863,6.3330,6.6175
2014-03-26,4.3023,4.5012,5.5537,5.8819,6.1119,6.2616,6.5616
2014-03-27,4.3261,4.5207,5.5080,5.7826,6.0041,6.1470,6.4580
2014-03-28,4.3191,4.5115,5.5352,5.8376,6.0707,6.2100,6.5203
2014-03-31,4.3573,4.5244,5.5561,5.8592,6.1076,6.2515,6.5294
2014-04-01,4.3932,4.5279,5.5756,5.9071,6.1393,6.2770,6.5245
2014-04-02,4.4037,4.5057,5.5418,5.8719,6.1049,6.2505,6.5122
2014-04-03,4.3609,4.4431,5.4647,5.8108,6.0552,6.2082,6.5246
2014-04-04,4.4107,4.4702,5.4270,5.7840,6.0304,6.1736,6.5056
2014-04-07,4.4519,4.4780,5.4252,5.7735,6.0072,6.1522,6.4891
2014-04-08,4.4836,4.5361,5.4570,5.7634,5.9690,6.1183,6.4376
2014-04-09,4.4809,4.5284,5.5052,5.8069,5.9927,6.1364,6.4311
2014-04-10,4.4635,4.5000,5.5016,5.8186,6.0051,6.1592,6.4683
2014-04-11,4.5217,4.5577,5.5595,5.8486,6.0246,6.1670,6.4663
2014-04-14,4.5481,4.5876,5.6141,5.8701,6.0517,6.1812,6.4842
2014-04-15,4.5724,4.5749,5.5786,5.8493,6.0508,6.1483,6.4623
2014-04-16,4.5794,4.5610,5.5708,5.8411,6.0682,6.1687,6.4498
2014-04-17,4.6727,4.6011,5.5857,5.8479,6.0686,6.1620,6.4364
2014-04-22,4.7388,4.6927,5.6774,5.9192,6.1191,6.2025,6.4241
2014-04-23,4.7985,4.7419,5.6155,5.8265,6.0157,6.0936,6.3768
2014-04-24,4.8332,4.7436,5.6077,5.8308,6.0294,6.1124,6.3685
2014-04-25,4.8924,4.7646,5.6068,5.8201,6.0188,6.1119,6.3505
2014-04-28,4.9140,4.7843,5.6145,5.8353,6.0557,6.1518,6.3928
2014-04-29,4.8875,4.7241,5.5834,5.8628,6.0818,6.1768,6.3896
2014-04-30,4.8433,4.6575,5.5520,5.8403,6.0810,6.1797,6.3680
2014-05-02,4.8368,4.6150,5.5133,5.8003,6.0596,6.1604,6.3090
2014-05-05,4.8906,4.6446,5.5914,5.8611,6.1009,6.1978,6.3523
2014-05-06,5.0304,4.6854,5.5891,5.8178,6.0358,6.1246,6.2385
2014-05-07,5.0486,4.6942,5.5764,5.8078,5.9986,6.1046,6.2291
2014-05-08,5.0854,4.7325,5.6488,5.8577,6.0529,6.1484,6.2713
2014-05-09,5.2564,4.8372,5.6953,5.8854,6.0535,6.1499,6.2879
2014-05-12,5.2587,4.8455,5.7166,5.9167,6.1025,6.1914,6.3221
2014-05-13,5.2835,4.8689,5.7022,5.8932,6.0830,6.1762,6.3125
2014-05-14,5.2472,4.8083,5.6160,5.8107,5.9839,6.0797,6.2456
2014-05-15,5.2341,4.8007,5.6339,5.8275,6.0136,6.1236,6.2918
2014-05-16,5.2459,4.7835,5.6129,5.8110,6.0033,6.1257,6.2978
2014-05-19,5.2625,4.7899,5.6246,5.7870,5.9632,6.0945,6.2741
2014-05-20,5.3081,4.8478,5.6709,5.8063,5.9896,6.1040,6.2624
2014-05-21,5.2678,4.8227,5.6332,5.7456,5.9041,6.0168,6.1510
2014-05-22,5.1932,4.7491,5.5547,5.6777,5.8430,5.9278,6.1059
2014-05-23,5.1745,4.7456,5.5511,5.6889,5.8638,5.9444,6.1446
2014-05-26,5.1518,4.7375,5.5472,5.6699,5.8627,5.9512,6.1340
2014-05-27,5.1499,4.7401,5.5673,5.7288,5.9245,6.0029,6.1957
2014-05-28,5.0866,4.6737,5.4610,5.6230,5.8048,5.8925,6.1209
2014-05-29,5.2385,4.6789,5.4029,5.5370,5.6796,5.7547,6.0202
2014-05-30,5.3145,4.7055,5.4062,5.5213,5.6538,5.7324,5.9694
2014-06-02,5.4951,4.8187,5.4830,5.5958,5.7184,5.7992,6.0868
2014-06-03,5.4930,4.8187,5.5291,5.7007,5.8376,5.9227,6.1859
2014-06-04,5.4509,4.7979,5.4879,5.6745,5.8318,5.9152,6.2056
2014-06-05,5.4205,4.7844,5.4231,5.5838,5.7463,5.8556,6.2213
2014-06-06,5.2173,4.6937,5.2702,5.4021,5.5544,5.6613,6.0218
2014-06-09,5.2309,4.7230,5.3004,5.4114,5.5789,5.6854,6.0775
2014-06-10,5.2676,4.7514,5.3120,5.4193,5.6080,5.7063,6.1284
2014-06-11,5.2291,4.7188,5.2682,5.3902,5.6181,5.6994,6.0845
2014-06-12,5.2109,4.7235,5.2695,5.3914,5.6188,5.6997,6.0845
2014-06-13,5.1500,4.6498,5.1197,5.2435,5.5027,5.5970,5.9887
2014-06-16,5.1398,4.6668,5.1495,5.2994,5.6099,5.7160,6.1316
2014-06-17,5.1200,4.6765,5.1917,5.3442,5.6704,5.7857,6.1847
2014-06-18,4.9994,4.5990,5.1156,5.2526,5.5968,5.7143,6.1128
2014-06-20,4.9812,4.6137,5.1524,5.2765,5.6348,5.7314,6.1122
2014-06-23,4.9454,4.6067,5.1334,5.2571,5.6126,5.7028,6.1045
2014-06-24,4.8898,4.5747,5.1150,5.2441,5.5642,5.6527,6.0273
2014-06-25,4.8655,4.5714,5.0926,5.2216,5.5092,5.6015,5.9930
2014-06-26,4.8338,4.5575,5.0668,5.2083,5.4613,5.5724,5.9491
2014-06-27,4.8338,4.5832,5.1282,5.2951,5.5646,5.7059,6.0640
2014-06-30,4.8749,4.6171,5.1574,5.3344,5.6198,5.7633,6.0956
2014-07-01,4.8333,4.5836,5.0710,5.2508,5.5413,5.7082,6.0170
2014-07-02,4.8583,4.6151,5.1203,5.3049,5.6319,5.7760,6.0775
2014-07-03,4.7873,4.5623,5.0810,5.2577,5.5904,5.7324,6.0443
2014-07-04,4.7733,4.5667,5.0821,5.2548,5.5885,5.7299,6.0369
2014-07-07,4.7402,4.5516,5.0632,5.2472,5.5804,5.7081,6.0153
2014-07-08,4.7084,4.5430,5.0622,5.2467,5.5723,5.6964,6.0022
2014-07-09,4.6929,4.5477,5.0635,5.2484,5.5733,5.6967,6.0024
2014-07-10,4.6981,4.5818,5.1165,5.3071,5.6546,5.7694,6.0297
2014-07-11,4.7621,4.6384,5.1586,5.3569,5.6947,5.8004,6.0435
2014-07-14,4.7764,4.6471,5.1385,5.3502,5.6668,5.7868,6.0120
2014-07-15,4.7834,4.6794,5.1797,5.4081,5.7067,5.8410,6.0397
2014-07-16,4.7818,4.6842,5.1608,5.3707,5.6579,5.7812,6.0235
