Date,6M_R,1Y_R,2Y_R,3Y_R,4Y_R,5Y_R,10Y_R
2005-01-06,8.7587,8.7587,8.7814,8.8117,8.8269,8.8266,8.8213
2005-01-07,8.7942,8.7942,8.8121,8.8355,8.8472,8.8456,8.8282
2005-01-10,8.8127,8.8127,8.8265,8.8446,8.8536,8.8486,8.8335
2005-01-11,8.8154,8.8154,8.8295,8.8474,8.8564,8.8526,8.8375
2005-01-12,8.8224,8.8224,8.8360,8.8533,8.8619,8.8578,8.8420
2005-01-13,8.8180,8.8180,8.8323,8.8502,8.8591,8.8559,8.8468
2005-01-14,8.8174,8.8174,8.8322,8.8505,8.8597,8.8559,8.8428
2005-01-17,8.8182,8.8182,8.8321,8.8492,8.8577,8.8553,8.8455
2005-01-18,8.8227,8.8227,8.8348,8.8493,8.8565,8.8546,8.8546
2005-01-19,8.8252,8.8252,8.8361,8.8492,8.8557,8.8538,8.8493
2005-01-20,8.8382,8.8382,8.8447,8.8524,8.8562,8.8536,8.8491
2005-01-21,8.8308,8.8308,8.8394,8.8495,8.8545,8.8511,8.8458
2005-01-24,8.8390,8.8390,8.8442,8.8502,8.8532,8.8519,8.8479
2005-01-25,8.8179,8.8179,8.8311,8.8462,8.8538,8.8530,8.8478
2005-01-26,8.8232,8.8232,8.8341,8.8464,8.8525,8.8521,8.8501
2005-01-27,8.8236,8.8236,8.8353,8.8483,8.8548,8.8530,8.8440
2005-01-28,8.8252,8.8252,8.8363,8.8485,8.8546,8.8525,8.8453
2005-01-31,8.8252,8.8252,8.8462,8.8690,8.8804,8.8742,8.8555
2005-02-01,8.8447,8.8447,8.8540,8.8640,8.8690,8.8625,8.8487
2005-02-02,9.4000,9.4000,9.2092,9.0061,8.9047,8.8714,8.8313
2005-02-03,9.3521,9.3521,9.1761,8.9907,8.8981,8.8659,8.8311
2005-02-04,9.3924,9.3924,9.2127,9.0254,8.9319,8.8885,8.8272
2005-02-09,9.3791,9.3791,9.2047,9.0250,8.9353,8.8920,8.8272
2005-02-10,9.3861,9.3861,9.2089,9.0282,8.9379,8.8930,8.8250
2005-02-11,9.9557,9.9557,9.5564,9.1545,8.9540,8.8828,8.8013
2005-02-14,10.2511,10.2511,9.7910,9.3328,9.1044,8.9820,8.8041
2005-02-15,10.2391,10.2391,9.7799,9.3275,9.1019,8.9799,8.7958
2005-02-16,10.2375,10.2375,9.7922,9.3579,9.1414,9.0068,8.7885
2005-02-17,10.2405,10.2405,9.7951,9.3652,9.1509,9.0152,8.7881
2005-02-18,10.2591,10.2591,9.8120,9.3849,9.1720,9.0247,8.7839
2005-02-21,10.4260,10.4260,9.9143,9.4308,9.1899,9.0309,8.7782
2005-02-22,10.4100,10.4100,9.8996,9.4223,9.1844,9.0337,8.7782
2005-02-23,10.4372,10.4372,9.9341,9.4684,9.2362,9.0677,8.7870
2005-02-24,10.5053,10.5053,9.9730,9.4853,9.2422,9.0645,8.7829
2005-02-25,10.6048,10.6048,10.0312,9.5113,9.2522,9.0701,8.7893
2005-02-28,10.6250,10.6250,10.0424,9.5195,9.2590,9.0701,8.7959
2005-03-01,10.7002,10.7002,10.0800,9.5292,9.2548,9.0663,8.8068
2005-03-02,10.7341,10.7341,10.1030,9.5481,9.2717,9.0818,8.8091
2005-03-03,10.7257,10.7257,10.0972,9.5501,9.2775,9.0848,8.8081
2005-03-04,10.7142,10.7142,10.0885,9.5490,9.2803,9.0846,8.8064
2005-03-07,10.7432,10.7432,10.0982,9.5477,9.2735,9.0761,8.8042
2005-03-08,10.7398,10.7398,10.1040,9.5666,9.2989,9.0974,8.8096
2005-03-09,10.7414,10.7414,10.1131,9.5871,9.3251,9.1147,8.8118
2005-03-10,10.7333,10.7333,10.1066,9.5871,9.3282,9.1185,8.8090
2005-03-11,10.7932,10.7932,10.1432,9.6096,9.3438,9.1399,8.8261
2005-03-14,10.8101,10.8101,10.1609,9.6331,9.3701,9.1629,8.8330
2005-03-15,10.8211,10.8211,10.1661,9.6387,9.3759,9.1707,8.8485
2005-03-16,10.8124,10.8124,10.1597,9.6391,9.3797,9.1751,8.8480
2005-03-17,10.8313,10.8313,10.1642,9.6373,9.3747,9.1718,8.8476
2005-03-18,10.8350,10.8350,10.1605,9.6327,9.3698,9.1731,8.8509
2005-03-21,10.8910,10.8910,10.1917,9.6498,9.3798,9.1808,8.8537
2005-03-22,10.8936,10.8936,10.1926,9.6545,9.3864,9.1862,8.8623
2005-03-23,10.8891,10.8891,10.1869,9.6529,9.3869,9.1896,8.8633
2005-03-24,10.8825,10.8825,10.1782,9.6475,9.3832,9.1849,8.8527
2005-03-28,10.8839,10.8839,10.1773,9.6499,9.3871,9.1866,8.8471
2005-03-29,10.8912,10.8912,10.1779,9.6506,9.3878,9.1860,8.8494
2005-03-30,10.8948,10.8948,10.1676,9.6348,9.3694,9.1740,8.8468
2005-03-31,10.9054,10.9054,10.1763,9.6472,9.3835,9.1836,8.8442
2005-04-01,10.9049,10.9049,10.1717,9.6444,9.3817,9.1818,8.8465
2005-04-04,10.9172,10.9172,10.1771,9.6498,9.3870,9.1845,8.8465
2005-04-05,10.9609,10.9609,10.1976,9.6587,9.3903,9.1854,8.8418
2005-04-06,10.9643,10.9643,10.1913,9.6506,9.3812,9.1794,8.8392
2005-04-07,10.9576,10.9576,10.1872,9.6532,9.3871,9.1821,8.8346
2005-04-08,10.9529,10.9529,10.1880,9.6625,9.4007,9.1904,8.8338
2005-04-11,10.9516,10.9516,10.1829,9.6595,9.3988,9.1895,8.8352
2005-04-12,10.9487,10.9487,10.1800,9.6613,9.4028,9.1929,8.8396
2005-04-13,10.9444,10.9444,10.1748,9.6601,9.4036,9.1937,8.8409
2005-04-14,10.9434,10.9434,10.1692,9.6562,9.4005,9.1911,8.8434
2005-04-15,10.9558,10.9558,10.1758,9.6634,9.4081,9.1953,8.8430
2005-04-18,10.9579,10.9579,10.1726,9.6613,9.4065,9.1938,8.8454
2005-04-19,10.9650,10.9650,10.1733,9.6625,9.4080,9.1948,8.8423
2005-04-20,10.9678,10.9678,10.1726,9.6640,9.4106,9.1960,8.8416
2005-04-22,10.9684,10.9684,10.1659,9.6572,9.4037,9.1934,8.8570
2005-04-25,10.9768,10.9768,10.1660,9.6566,9.4027,9.1920,8.8595
2005-04-26,10.9903,10.9903,10.1720,9.6623,9.4084,9.1947,8.8641
2005-04-27,10.9906,10.9906,10.1700,9.6632,9.4107,9.1995,8.8643
2005-04-28,11.0051,11.0051,10.1706,9.6598,9.4053,9.1945,8.8632
2005-04-29,11.0163,11.0163,10.1712,9.6584,9.4030,9.1925,8.8596
2005-05-02,10.9871,10.9871,10.1548,9.6541,9.4046,9.1971,8.8663
2005-05-03,10.9999,10.9999,10.1586,9.6570,9.4070,9.1997,8.8681
2005-05-04,11.0087,11.0087,10.1606,9.6592,9.4093,9.2007,8.8717
2005-05-05,11.0201,11.0201,10.1634,9.6612,9.4110,9.2014,8.8679
2005-05-06,11.0070,11.0070,10.1539,9.6582,9.4111,9.2019,8.8656
2005-05-09,11.0062,11.0062,10.1507,9.6578,9.4121,9.2024,8.8683
2005-05-10,11.0087,11.0087,10.1491,9.6581,9.4131,9.2040,8.8731
2005-05-11,11.0070,11.0070,10.1436,9.6545,9.4102,9.2027,8.8761
2005-05-12,11.0076,11.0076,10.1587,9.6819,9.4431,9.2219,8.8604
2005-05-13,11.0124,11.0124,10.1638,9.6912,9.4539,9.2248,8.8606
2005-05-16,11.0311,11.0311,10.1752,9.7025,9.4646,9.2291,8.8514
2005-05-17,11.0180,11.0180,10.1666,9.7004,9.4651,9.2287,8.8509
2005-05-18,11.0240,11.0240,10.1727,9.7105,9.4764,9.2339,8.8471
2005-05-19,11.0177,11.0177,10.1691,9.7121,9.4800,9.2356,8.8472
2005-05-20,11.0169,11.0169,10.1665,9.7124,9.4811,9.2355,8.8458
2005-05-23,11.0128,11.0128,10.1711,9.7254,9.4972,9.2449,8.8451
2005-05-24,11.0191,11.0191,10.1737,9.7297,9.5017,9.2471,8.8441
2005-05-25,11.0155,11.0155,10.1694,9.7288,9.5017,9.2471,8.8440
2005-05-27,11.0195,11.0195,10.1673,9.7273,9.4999,9.2460,8.8447
2005-05-30,11.0200,11.0200,10.1699,9.7346,9.5085,9.2507,8.8429
2005-05-31,11.0203,11.0203,10.1671,9.7338,9.5080,9.2505,8.8429
2005-06-01,11.0290,11.0290,10.1905,9.7681,9.5455,9.2715,8.8439
2005-06-02,11.0378,11.0378,10.1919,9.7693,9.5459,9.2716,8.8466
2005-06-03,11.0394,11.0394,10.1862,9.7634,9.5394,9.2677,8.8430
2005-06-06,12.0000,12.0000,10.5861,9.8939,9.5422,9.2605,8.8223
2005-06-07,11.9840,11.9840,10.5795,9.8975,9.5498,9.2649,8.8214
2005-06-08,11.9948,11.9948,10.5809,9.8999,9.5522,9.2662,8.8200
2005-06-09,12.0002,12.0002,10.5827,9.9057,9.5589,9.2699,8.8184
2005-06-10,12.0035,12.0035,10.5818,9.9082,9.5624,9.2718,8.8190
2005-06-13,12.0443,12.0443,10.6083,9.9336,9.5855,9.2844,8.8146
2005-06-14,12.0586,12.0586,10.6152,9.9425,9.5949,9.2945,8.8124
2005-06-15,12.0726,12.0726,11.7814,10.2013,9.4478,9.1932,8.7981
2005-06-16,12.0930,12.0930,11.7857,10.2048,9.4517,9.1941,8.7974
2005-06-17,12.1308,12.1308,11.7824,10.1990,9.4462,9.1914,8.7975
2005-06-20,12.5300,12.5300,11.7811,10.2010,9.4501,9.1905,8.7939
2005-06-21,12.5751,12.5751,11.7864,10.1925,9.4373,9.1831,8.7944
2005-06-22,12.6056,12.6056,11.7787,10.1979,9.4488,9.1895,8.7932
2005-06-23,12.7314,12.7314,11.7713,10.1941,9.4473,9.1853,8.7934
2005-06-24,12.7737,12.7737,11.7747,10.1926,9.4460,9.1914,8.7877
2005-06-27,12.7955,12.7955,11.7965,10.1975,9.4447,9.1905,8.7889
2005-06-28,12.8010,12.8010,11.7525,10.1848,9.4457,9.1853,8.7927
2005-06-29,12.7964,12.7964,11.7422,10.1813,9.4472,9.1921,8.7903
2005-06-30,12.8124,12.8124,11.7331,10.1899,9.4635,9.2020,8.7910
2005-07-01,12.7970,12.7970,11.7416,10.2052,9.4802,9.2060,8.7899
2005-07-04,12.7915,12.7915,11.7720,10.3411,9.6493,9.3094,8.7724
2005-07-05,12.7921,12.7921,11.7657,10.3200,9.6239,9.2917,8.7758
2005-07-06,12.7862,12.7862,11.7872,10.3951,9.7138,9.3409,8.7683
2005-07-07,12.7976,12.7976,11.7480,10.3975,9.7323,9.3506,8.7671
2005-07-08,12.7632,12.7632,11.7279,10.3998,9.7430,9.3557,8.7666
2005-07-11,12.7692,12.7692,11.7169,10.3942,9.7398,9.3535,8.7669
2005-07-12,12.7768,12.7768,11.7255,10.4076,9.7539,9.3611,8.7623
2005-07-13,12.7843,12.7843,11.7130,10.4073,9.7583,9.3641,8.7644
2005-07-14,12.7675,12.7675,11.7130,10.4099,9.7617,9.3660,8.7608
2005-07-15,12.7759,12.7759,11.7016,10.4076,9.7628,9.3666,8.7628
2005-07-18,12.7785,12.7785,11.6945,10.4030,9.7596,9.3647,8.7609
2005-07-19,12.7646,12.7646,11.6905,10.4022,9.7600,9.3648,8.7575
2005-07-20,12.7619,12.7619,11.6729,10.3932,9.7548,9.3610,8.7579
2005-07-21,12.7664,12.7664,11.6633,10.3884,9.7523,9.3600,8.7597
2005-07-22,12.7661,12.7661,11.6540,10.3844,9.7506,9.3590,8.7585
2005-07-25,12.7861,12.7861,11.6585,10.3866,9.7511,9.3569,8.7601
2005-07-26,12.7841,12.7841,11.6550,10.3870,9.7527,9.3572,8.7579
2005-07-27,12.7888,12.7888,11.6456,10.3829,9.7506,9.3552,8.7576
2005-07-28,12.7900,12.7900,11.6417,10.3808,9.7496,9.3562,8.7565
2005-07-29,12.7829,12.7829,11.6316,10.3771,9.7486,9.3559,8.7570
2005-08-01,12.7840,12.7840,11.6259,10.3738,9.7463,9.3542,8.7559
2005-08-02,12.7958,12.7958,11.6202,10.3720,9.7463,9.3549,8.7575
2005-08-03,12.7946,12.7946,11.6121,10.3666,9.7439,9.3593,8.7601
2005-08-04,12.7904,12.7904,11.6068,10.3648,9.7444,9.3627,8.7747
2005-08-05,12.7947,12.7947,11.6117,10.3648,9.7417,9.3579,8.7648
2005-08-08,12.7989,12.7989,11.5999,10.3605,9.7400,9.3553,8.7609
2005-08-09,12.7927,12.7927,11.5899,10.3567,9.7382,9.3528,8.7618
2005-08-10,12.7987,12.7987,11.5809,10.3528,9.7364,9.3515,8.7622
2005-08-11,12.7978,12.7978,11.5733,10.3495,9.7348,9.3504,8.7588
2005-08-12,12.7933,12.7933,11.5657,10.3462,9.7330,9.3484,8.7584
2005-08-15,12.8014,12.7951,11.5562,10.3417,9.7305,9.3467,8.7627
2005-08-16,12.7994,12.7869,11.5501,10.3381,9.7295,9.3503,8.7725
2005-08-17,12.7906,12.7721,11.5428,10.3356,9.7280,9.3471,8.7716
2005-08-18,12.8044,12.7802,11.5528,10.3408,9.7305,9.3473,8.7669
2005-08-19,12.8089,12.7793,11.5567,10.3377,9.7254,9.3443,8.7684
2005-08-22,12.7952,12.7607,11.5510,10.3347,9.7233,9.3423,8.7711
2005-08-23,12.8031,12.7633,11.5531,10.3327,9.7199,9.3394,8.7719
2005-08-24,12.8159,12.7707,11.5608,10.3468,9.7337,9.3469,8.7706
2005-08-25,12.8216,12.7718,11.5674,10.3511,9.7363,9.3480,8.7700
2005-08-26,12.8240,12.7692,11.5655,10.3524,9.7381,9.3486,8.7701
2005-08-29,12.8260,12.7638,11.5457,10.3493,9.7405,9.3500,8.7704
2005-08-30,12.8267,12.7590,11.5398,10.3498,9.7427,9.3512,8.7702
2005-08-31,12.8271,12.7533,11.5317,10.3530,9.7486,9.3543,8.7698
2005-09-01,12.8314,12.7525,11.5307,10.3551,9.7510,9.3555,8.7695
2005-09-02,12.8322,12.7502,11.5375,10.3604,9.7547,9.3574,8.7689
2005-09-05,12.8263,12.7427,11.5340,10.3356,9.7272,9.3412,8.7706
2005-09-06,12.8242,12.7375,11.5311,10.3277,9.7189,9.3367,8.7708
2005-09-08,12.8323,12.7415,11.5286,10.3171,9.7084,9.3326,8.7764
2005-09-09,12.8334,12.7391,11.5293,10.3218,9.7136,9.3360,8.7743
2005-09-12,12.8373,12.7377,11.5193,10.3121,9.7054,9.3310,8.7770
2005-09-13,12.8284,12.7263,11.5124,10.3063,9.7006,9.3277,8.7779
2005-09-14,12.8353,12.7281,11.5136,10.3189,9.7137,9.3341,8.7771
2005-09-15,12.8409,12.7292,12.0488,11.3732,9.6541,9.2873,8.7553
2005-09-16,12.8517,12.7330,12.0662,11.4023,9.6604,9.2929,8.7519
2005-09-19,12.8493,12.7269,12.0417,11.3455,9.6572,9.2894,8.7531
2005-09-20,12.8566,12.7261,12.0313,11.3232,9.6382,9.2800,8.7568
2005-09-21,12.8588,12.7219,12.0287,11.3173,9.6401,9.2815,8.7583
2005-09-22,12.8533,12.7103,12.0109,11.2881,9.6345,9.2789,8.7610
2005-09-23,12.8510,12.7027,12.0027,11.2710,9.6338,9.2786,8.7612
2005-09-26,12.8452,12.6928,11.9982,11.2606,9.6378,9.2790,8.7601
2005-09-27,12.8528,12.6902,11.9929,11.2610,9.6523,9.2879,8.7609
2005-09-28,12.8609,12.6925,11.9941,11.2597,9.6781,9.3030,8.7615
2005-09-29,12.8502,12.6805,11.9949,11.2576,9.6944,9.3109,8.7682
2005-09-30,12.8616,12.6811,11.9938,11.4522,10.3341,9.6741,8.7174
2005-10-03,12.8661,12.6811,11.9996,11.5092,10.5060,9.7710,8.7032
2005-10-04,12.8741,12.6821,12.0020,11.5708,10.6893,9.8740,8.6805
2005-10-05,12.8569,12.6664,12.0031,11.5778,10.7095,9.8880,8.6798
2005-10-06,12.8498,12.6567,12.0004,11.5782,10.7173,9.8937,8.6816
2005-10-07,12.8473,12.6518,12.0004,11.5747,10.7147,9.8971,8.6772
2005-10-10,12.8449,12.6442,11.9964,11.5734,10.7133,9.8941,8.6760
2005-10-11,12.8380,12.6361,11.9970,11.5725,10.7109,9.8956,8.6727
2005-10-13,12.8408,12.6288,11.9901,11.5842,10.7446,9.9250,8.6682
2005-10-14,12.8767,12.6459,11.9865,11.5970,10.7835,9.9508,8.6660
2005-10-17,12.8805,12.6429,11.9849,11.5989,10.7882,9.9575,8.6767
2005-10-18,12.8976,12.6482,11.9829,11.6058,10.8066,9.9691,8.6766
2005-10-19,12.9248,12.6591,11.9782,11.6046,10.8095,9.9689,8.6761
2005-10-20,12.9310,12.6545,11.9703,11.5970,10.7976,9.9603,8.6751
2005-10-21,12.9299,12.6467,11.9660,11.5939,10.7906,9.9549,8.6818
2005-10-24,12.9508,12.6503,11.9604,11.5954,10.7903,9.9486,8.6866
2005-10-25,12.9883,12.6712,11.9644,11.5982,10.7954,9.9524,8.6845
2005-10-26,12.9915,12.6698,11.9658,11.6033,10.7995,9.9430,8.6888
2005-10-27,12.9716,12.6531,11.9637,11.6033,10.8035,9.9503,8.6905
2005-10-28,12.9869,12.6556,11.9616,11.6014,10.7980,9.9487,8.6912
2005-10-31,12.9814,12.6475,11.9595,11.5993,10.7909,9.9368,8.6888
2005-11-01,12.9957,12.6502,11.9567,11.5965,10.7893,9.9392,8.6871
2005-11-03,12.9817,12.6347,11.9497,11.5863,10.7749,9.9315,8.6892
2005-11-04,13.0147,12.6398,11.9392,11.5823,10.7706,9.9295,8.6851
2005-11-07,12.9938,12.6208,11.9349,11.5818,10.7707,9.9314,8.6943
2005-11-08,12.9644,12.5921,11.9184,11.5727,10.7674,9.9279,8.7008
2005-11-09,12.9461,12.5745,11.9075,11.5612,10.7593,9.9252,8.7075
2005-11-10,12.9550,12.5674,11.8984,11.5533,10.7447,9.9132,8.6866
2005-11-11,12.9489,12.5627,11.8838,11.5342,10.7410,9.9122,8.6793
2005-11-14,12.9616,12.5645,11.8847,11.5324,10.7322,9.9069,8.6772
2005-11-16,12.9667,12.5536,11.8669,11.5223,10.7258,9.8964,8.6791
2005-11-17,12.9480,12.5427,11.8598,11.5109,10.7201,9.8954,8.6804
2005-11-18,12.9425,12.5343,11.8596,11.5106,10.7162,9.8962,8.6770
2005-11-21,12.9586,12.5405,11.8541,11.5010,10.7102,9.8943,8.6788
2005-11-22,12.9558,12.5351,11.8526,11.4974,10.7022,9.8878,8.6828
2005-11-23,12.9485,12.5249,11.8442,11.4903,10.6979,9.8872,8.6851
2005-11-24,12.9379,12.4871,11.8101,11.4764,10.6913,9.8844,8.6859
2005-11-25,12.9385,12.4561,11.7782,11.4493,10.6625,9.8686,8.6895
2005-11-28,12.9317,12.3969,11.7447,11.4263,10.6153,9.8371,8.6937
2005-11-29,12.9225,12.3849,11.7382,11.4104,10.5962,9.8291,8.6932
2005-11-30,12.8351,12.2923,11.5946,11.2394,10.4793,9.7681,8.7079
2005-12-01,12.8589,12.3733,11.6548,11.2520,10.4828,9.7671,8.7038
2005-12-02,12.8683,12.2946,11.6018,11.2899,10.5395,9.8005,8.7080
2005-12-05,12.8794,12.2837,11.5826,11.2775,10.5328,9.7954,8.7255
2005-12-06,12.8391,12.1110,11.4601,11.2418,10.5099,9.7843,8.7239
2005-12-07,12.8167,12.0962,11.4392,11.2050,10.4791,9.7670,8.7189
2005-12-08,12.7999,12.1022,11.4432,11.2088,10.4910,9.7746,8.7171
2005-12-09,12.8057,12.1343,11.4709,11.2205,10.4966,9.7756,8.7132
2005-12-12,12.8177,12.1538,11.4922,11.2385,10.5082,9.7811,8.7117
2005-12-13,12.7964,12.0681,11.4400,11.2219,10.4929,9.7726,8.7001
2005-12-14,12.7172,12.0284,11.4371,11.2236,10.4931,9.7739,8.6938
2005-12-15,12.6897,11.9895,11.4064,11.1715,10.4382,9.7440,8.6862
2005-12-16,12.6943,11.9676,11.3826,11.1564,10.4294,9.7398,8.6937
2005-12-19,12.6861,11.9399,11.3554,11.1317,10.4102,9.7291,8.6896
2005-12-20,12.6828,11.9296,11.3572,11.1275,10.3983,9.7211,8.6946
2005-12-21,12.6810,11.9129,11.3500,11.1102,10.3764,9.7099,8.6958
2005-12-22,12.6781,11.8890,11.3053,11.0484,10.3275,9.6837,8.7035
2005-12-23,12.6845,11.8679,11.2636,10.9636,10.2471,9.6387,8.7162
2005-12-26,12.5835,11.8196,11.2278,10.9338,10.2327,9.6297,8.7113
2005-12-27,12.5812,11.8087,11.2169,10.9440,10.2493,9.6380,8.7103
2005-12-28,12.5629,11.7935,11.1908,10.9460,10.2695,9.6519,8.7051
2005-12-29,12.5538,11.7870,11.1849,10.9417,10.2669,9.6508,8.7071
2005-12-30,12.5538,11.7813,11.1838,10.9409,10.2638,9.6487,8.7075
2006-01-02,12.5432,11.7693,11.1605,10.9420,10.2754,9.6525,8.7006
2006-01-03,12.5325,11.7213,11.1244,10.9186,10.2598,9.6467,8.7114
2006-01-04,12.5264,11.7162,11.0820,10.8811,10.2426,9.6376,8.7105
2006-01-05,12.5204,11.6979,11.0399,10.7919,10.6403,10.2022,8.6680
2006-01-06,12.5084,11.6737,11.0094,10.7587,10.6097,10.1765,8.6703
2006-01-09,12.5045,11.6663,10.9687,10.6543,10.4918,10.0879,8.6829
2006-01-10,12.4561,11.6058,10.8622,10.4489,10.2491,9.9046,8.7085
2006-01-11,12.3000,11.5450,10.8347,10.4323,10.2402,9.8958,8.7029
2006-01-12,12.2783,11.4101,10.6519,10.2633,10.1203,9.8195,8.7080
2006-01-13,12.2286,11.3501,10.6060,10.2261,10.0406,9.7351,8.7188
2006-01-16,12.1262,11.2794,10.5624,10.2070,10.0279,9.7216,8.7199
2006-01-17,12.0776,11.1684,10.4824,10.1638,10.0128,9.7181,8.7191
2006-01-18,12.0663,11.1721,10.4832,10.1633,10.0144,9.7180,8.7223
2006-01-19,11.9761,11.0925,10.4034,10.1238,9.9697,9.6717,8.7302
2006-01-20,11.9608,11.0827,10.4070,10.1597,10.0270,9.7154,8.7206
2006-01-23,11.9369,11.0342,10.3965,10.1557,10.0413,9.7331,8.7196
2006-01-24,11.9217,11.0262,10.4102,10.1624,10.0489,9.7391,8.7205
2006-01-25,11.9141,11.0221,10.4028,10.1594,10.0476,9.7354,8.7199
2006-01-26,11.9029,11.0131,10.4066,10.1814,10.0628,9.7394,8.7206
2006-01-27,11.9005,11.0054,10.4035,10.1854,10.0912,9.7670,8.7171
2006-01-30,11.8995,11.0026,10.3993,10.1812,10.0905,9.7655,8.7172
2006-01-31,11.8982,10.9959,10.4006,10.1719,10.0726,9.7510,8.7182
2006-02-01,11.8963,10.9717,10.3903,10.1668,10.0643,9.7407,8.7213
2006-02-02,11.8959,10.9689,10.3892,10.1648,10.0495,9.7246,8.7218
2006-02-03,11.8968,10.9640,10.3774,10.1406,10.0053,9.6832,8.7213
2006-02-06,11.8914,10.9344,10.3296,10.0634,9.9175,9.6166,8.7256
2006-02-07,11.8904,10.8674,10.2694,9.9972,9.8650,9.5832,8.7311
2006-02-08,11.8867,10.8415,10.2418,9.9500,9.8031,9.5332,8.7324
2006-02-09,11.8937,10.8047,10.1960,9.8721,9.6905,9.4405,8.7300
2006-02-10,11.7780,10.7383,10.1251,9.7526,9.5114,9.2941,8.6926
2006-02-13,11.7368,10.6484,10.0420,9.5668,9.3348,9.1598,8.3346
2006-02-14,11.6323,10.6049,10.0098,9.5414,9.2928,9.1086,8.3258
2006-02-15,11.5850,10.6119,10.0317,9.7265,9.5284,9.2654,8.2929
2006-02-16,11.5435,10.6037,10.0332,9.6936,9.4184,9.1555,8.2046
2006-02-17,11.4479,10.5608,9.9395,9.5613,9.2757,8.9972,7.9326
2006-02-20,11.3905,10.5340,9.8978,9.4809,9.1769,8.8842,7.6671
2006-02-21,11.3444,10.5180,9.8740,9.5113,9.2261,8.8866,7.6509
2006-02-22,11.3019,10.5203,9.8590,9.5042,9.2607,8.8905,7.6150
2006-02-23,11.2737,10.4954,9.8173,9.4523,9.2032,8.8336,7.5368
2006-02-24,11.2507,10.4695,9.7934,9.4536,9.2111,8.8203,7.5106
2006-03-01,11.2354,10.4475,9.7698,9.4154,9.1632,8.7620,7.4654
2006-03-02,11.2053,10.4180,9.7285,9.3080,9.0175,8.6226,7.4245
2006-03-03,11.1755,10.3881,9.7102,9.2458,8.9412,8.5335,7.1915
2006-03-06,11.1608,10.3818,9.7091,9.3153,9.0644,8.6310,7.2099
2006-03-07,11.1564,10.4209,9.7939,9.5510,9.3373,8.8322,7.3609
2006-03-08,11.1384,10.4397,9.8704,9.7119,9.4643,8.9149,7.4100
2006-03-09,11.0638,10.3850,9.8738,9.6295,9.3765,9.1151,7.3723
2006-03-10,10.9885,10.3142,9.8207,9.5231,9.2686,9.0329,7.3885
2006-03-13,10.9507,10.2764,9.8083,9.5402,9.3160,9.1136,7.3756
2006-03-14,10.9044,10.1679,9.7596,9.5488,9.3113,9.1129,7.4098
2006-03-15,10.6942,10.0945,9.6431,9.3867,9.1674,8.9987,7.4273
2006-03-16,10.6490,10.0853,9.6618,9.3844,9.1809,8.9845,7.4850
2006-03-17,10.6506,10.1475,9.7079,9.4490,9.2566,9.0660,7.5061
2006-03-20,10.6578,10.1919,9.7708,9.5461,9.3707,9.1682,7.5198
2006-03-21,10.6758,10.2534,9.8499,9.6853,9.5516,9.3218,7.5952
2006-03-22,10.6654,10.2640,9.8579,9.6879,9.5106,9.2860,7.6439
2006-03-23,10.6598,10.2675,9.9359,9.7475,9.6064,9.3687,7.6832
2006-03-24,10.6594,10.3125,9.9560,9.8394,9.6998,9.4717,7.7304
2006-03-27,10.6659,10.3382,10.0484,9.9568,9.8207,9.5749,7.8108
2006-03-28,10.6452,10.3334,10.0950,10.0442,9.9112,9.6672,7.8856
2006-03-29,10.5923,10.2700,9.9585,9.8706,9.7504,9.4806,7.9445
2006-03-30,10.5164,10.1700,9.8861,9.7841,9.6614,9.4626,7.9811
2006-03-31,10.4833,10.1393,9.8664,9.7995,9.7094,9.5329,8.0074
2006-04-03,10.4511,10.0991,9.8282,9.7357,9.6604,9.4853,8.0104
2006-04-04,10.4366,10.0949,9.7880,9.7091,9.6264,9.4568,8.0495
2006-04-05,10.4100,10.0651,9.7361,9.6396,9.5479,9.4025,8.0609
2006-04-06,10.4056,10.0696,9.7400,9.7056,9.6241,9.4756,8.1737
2006-04-07,10.4279,10.1074,9.8240,9.8051,9.7177,9.5466,8.2053
2006-04-10,10.4524,10.1468,9.9911,9.9819,9.8837,9.6809,8.2759
2006-04-11,10.4338,10.1174,10.0387,10.0203,9.9247,9.7137,8.2890
2006-04-12,10.4192,10.1071,10.0024,9.9747,9.9141,9.7276,8.4062
2006-04-13,10.4157,10.1133,9.9894,9.9447,9.8800,9.7344,8.4277
2006-04-17,10.4068,10.1123,9.9777,9.9174,9.8521,9.6991,8.4042
2006-04-18,10.3648,10.0611,9.8607,9.7175,9.6310,9.4968,8.3788
2006-04-19,10.3035,10.0037,9.8107,9.6745,9.5953,9.4688,8.3832
2006-04-20,10.3158,10.0267,9.8559,9.7876,9.7107,9.5541,8.3897
2006-04-24,10.3125,10.0415,9.9303,9.8940,9.8239,9.7010,8.4026
2006-04-25,10.3142,10.0555,9.9585,9.9226,9.8425,9.7339,8.3919
2006-04-26,10.2852,10.0272,9.9478,9.8981,9.8160,9.7118,8.3897
2006-04-27,10.2940,10.0565,9.9614,9.9268,9.8295,9.7296,8.4000
2006-04-28,10.2870,10.0530,9.9542,9.9044,9.8150,9.7189,8.3941
2006-05-02,10.2820,10.0524,9.9347,9.8829,9.7922,9.7032,8.3923
2006-05-03,10.2819,10.0564,9.9556,9.9075,9.8269,9.7283,8.4030
2006-05-04,10.2827,10.0673,9.9589,9.9245,9.8315,9.7272,8.4108
