Date,1M_N,2M_N,3M_N,4M_N,6M_N,9M_N,1Y_N,1.5Y_N,2Y_N,2.5Y_N,3Y_N,4Y_N,5Y_N,7Y_N,8Y_N,10Y_N,,,,,,,,,,,,,,,,,,,,,
2007-01-02,12.8692,12.8692,12.8612,12.7370,12.6102,12.4694,12.3678,12.2637,12.2254,12.2578,12.2796,12.3160,12.3378,12.3592,12.3659,12.3752,,,,,,,,,,,,,,,,,,,,,
2007-01-03,12.8623,12.8623,12.8457,12.7193,12.5900,12.4640,12.3559,12.2695,12.2282,12.2694,12.2970,12.3421,12.3692,12.4008,12.4106,12.4245,,,,,,,,,,,,,,,,,,,,,
2007-01-04,12.8905,12.8905,12.8670,12.7497,12.6290,12.5129,12.4155,12.3590,12.3274,12.3648,12.3902,12.4489,12.4842,12.5292,12.5432,12.5629,,,,,,,,,,,,,,,,,,,,,
2007-01-05,12.8848,12.8848,12.8577,12.7580,12.6544,12.5547,12.4952,12.4361,12.3994,12.4427,12.4720,12.5274,12.5610,12.6192,12.6456,12.6826,,,,,,,,,,,,,,,,,,,,,
2007-01-08,12.8876,12.8876,12.8559,12.7641,12.6706,12.5936,12.5276,12.4947,12.4865,12.5195,12.5424,12.5980,12.6321,12.7037,12.7318,12.7710,,,,,,,,,,,,,,,,,,,,,
2007-01-09,12.8947,12.8947,12.8556,12.7627,12.6652,12.5736,12.5093,12.4798,12.4918,12.5395,12.5717,12.6219,12.6528,12.7170,12.7354,12.7612,,,,,,,,,,,,,,,,,,,,,
2007-01-10,12.8791,12.8791,12.8377,12.7549,12.6639,12.5636,12.4906,12.4603,12.4618,12.5009,12.5284,12.5918,12.6307,12.7016,12.7224,12.7515,,,,,,,,,,,,,,,,,,,,,
2007-01-11,12.8679,12.8679,12.8212,12.7410,12.6527,12.5560,12.4720,12.4551,12.4512,12.4881,12.5136,12.5645,12.5958,12.6596,12.6894,12.7312,,,,,,,,,,,,,,,,,,,,,
2007-01-12,12.8671,12.8671,12.8123,12.7301,12.6458,12.5712,12.4943,12.4929,12.4913,12.5494,12.5885,12.6435,12.6775,12.7455,12.7667,12.7964,,,,,,,,,,,,,,,,,,,,,
2007-01-15,12.8749,12.8749,12.8182,12.7432,12.6652,12.5967,12.5427,12.5652,12.5685,12.6095,12.6389,12.7080,12.7496,12.8021,12.8326,12.8752,,,,,,,,,,,,,,,,,,,,,
2007-01-16,12.8488,12.8488,12.7829,12.7052,12.6224,12.5468,12.4941,12.5059,12.5150,12.5699,12.6077,12.6714,12.7105,12.7768,12.8029,12.8395,,,,,,,,,,,,,,,,,,,,,
2007-01-17,12.8271,12.8271,12.7555,12.6794,12.5985,12.5226,12.4650,12.4742,12.4744,12.5269,12.5634,12.6292,12.6689,12.7230,12.7591,12.8096,,,,,,,,,,,,,,,,,,,,,
2007-01-18,12.8084,12.8084,12.7350,12.6644,12.5837,12.4972,12.4310,12.4110,12.3961,12.4438,12.4773,12.5395,12.5779,12.6476,12.6891,12.7473,,,,,,,,,,,,,,,,,,,,,
2007-01-19,12.7998,12.7998,12.7254,12.6603,12.5827,12.5000,12.4443,12.3938,12.3676,12.4184,12.4548,12.5276,12.5717,12.6303,12.6716,12.7295,,,,,,,,,,,,,,,,,,,,,
2007-01-22,12.7862,12.7862,12.7117,12.6522,12.5734,12.4785,12.4093,12.3595,12.3436,12.3923,12.4281,12.5069,12.5545,12.6150,12.6603,12.7239,,,,,,,,,,,,,,,,,,,,,
2007-01-23,12.7889,12.7889,12.7051,12.6437,12.5697,12.4906,12.4285,12.3724,12.3609,12.4170,12.4556,12.5152,12.5522,12.6169,12.6650,12.7325,,,,,,,,,,,,,,,,,,,,,
2007-01-24,12.7972,12.7972,12.7110,12.6527,12.5982,12.5443,12.4746,12.4203,12.3747,12.4229,12.4566,12.5134,12.5488,12.6133,12.6471,12.6943,,,,,,,,,,,,,,,,,,,,,
2007-01-25,12.7972,12.7972,12.7068,12.6503,12.5974,12.5428,12.4739,12.4197,12.3752,12.4232,12.4569,12.5135,12.5490,12.6135,12.6472,12.6944,,,,,,,,,,,,,,,,,,,,,
2007-01-26,12.8923,12.8923,12.7968,12.7415,12.6582,12.5566,12.4902,12.4684,12.4563,12.5110,12.5494,12.6127,12.6517,12.7102,12.7220,12.7384,,,,,,,,,,,,,,,,,,,,,
2007-01-29,12.8756,12.8756,12.7757,12.7221,12.6436,12.5435,12.4682,12.4315,12.4189,12.4760,12.5153,12.5730,12.6094,12.6768,12.6965,12.7240,,,,,,,,,,,,,,,,,,,,,
2007-01-30,12.8600,12.8600,12.7548,12.7022,12.6208,12.5228,12.4600,12.4310,12.4276,12.4811,12.5184,12.5765,12.6137,12.6880,12.7190,12.7625,,,,,,,,,,,,,,,,,,,,,
2007-01-31,12.8692,12.8607,12.7449,12.6871,12.5937,12.4836,12.4153,12.3678,12.3472,12.4007,12.4379,12.4950,12.5320,12.6123,12.6594,12.7253,,,,,,,,,,,,,,,,,,,,,
2007-02-01,12.8790,12.8613,12.7436,12.6848,12.5894,12.4821,12.4109,12.3474,12.3304,12.3798,12.4141,12.4659,12.4992,12.5692,12.6321,12.7203,,,,,,,,,,,,,,,,,,,,,
2007-02-02,12.8700,12.8438,12.7303,12.6736,12.5808,12.4832,12.4172,12.3449,12.3186,12.3757,12.4140,12.4628,12.4946,12.5654,12.6214,12.6999,,,,,,,,,,,,,,,,,,,,,
2007-02-05,12.8764,12.8431,12.7376,12.6849,12.5747,12.4486,12.3730,12.2846,12.2552,12.3046,12.3378,12.3810,12.4106,12.4891,12.5312,12.5901,,,,,,,,,,,,,,,,,,,,,
2007-02-06,12.8491,12.8084,12.7080,12.6579,12.5453,12.4120,12.3328,12.2565,12.2337,12.2917,12.3312,12.3848,12.4186,12.4785,12.5236,12.5869,,,,,,,,,,,,,,,,,,,,,
2007-02-07,12.8399,12.7907,12.6922,12.6431,12.5198,12.3809,12.3005,12.2314,12.2255,12.2828,12.3225,12.3803,12.4160,12.4714,12.5158,12.5779,,,,,,,,,,,,,,,,,,,,,
2007-02-08,12.8405,12.7832,12.6877,12.6400,12.5101,12.3653,12.2831,12.2201,12.2248,12.2773,12.3147,12.3738,12.4114,12.4780,12.5137,12.5636,,,,,,,,,,,,,,,,,,,,,
2007-02-09,12.8247,12.7572,12.6616,12.6138,12.4853,12.3377,12.2488,12.1854,12.1784,12.2257,12.2674,12.3355,12.3650,12.4383,12.4668,12.5066,,,,,,,,,,,,,,,,,,,,,
2007-02-12,12.8298,12.7505,12.6537,12.6053,12.4669,12.3110,12.2137,12.1379,12.1182,12.1682,12.2076,12.2818,12.3262,12.3921,12.4231,12.4665,,,,,,,,,,,,,,,,,,,,,
2007-02-13,12.8146,12.7282,12.6361,12.5901,12.4499,12.3001,12.2056,12.1252,12.1023,12.1544,12.1961,12.2614,12.2950,12.3547,12.3773,12.4091,,,,,,,,,,,,,,,,,,,,,
2007-02-14,12.8050,12.7016,12.6046,12.5561,12.4129,12.2568,12.1583,12.0699,12.0250,12.0519,12.0821,12.1368,12.1589,12.2274,12.2549,12.2934,,,,,,,,,,,,,,,,,,,,,
2007-02-15,12.8024,12.6870,12.5910,12.5430,12.3891,12.2212,12.1244,12.0271,11.9880,12.0069,12.0287,12.0864,12.1202,12.1809,12.2092,12.2487,,,,,,,,,,,,,,,,,,,,,
2007-02-16,12.8040,12.6750,12.5791,12.5312,12.3811,12.2176,12.1166,12.0350,11.9972,12.0230,12.0447,12.0848,12.1088,12.1548,12.1868,12.2317,,,,,,,,,,,,,,,,,,,,,
2007-02-21,12.7948,12.6570,12.5653,12.5195,12.3402,12.1726,12.0715,11.9411,11.8926,11.9133,11.9380,11.9819,12.0044,12.0911,12.1101,12.1368,,,,,,,,,,,,,,,,,,,,,
2007-02-22,12.7964,12.6528,12.5668,12.5237,12.3502,12.1887,12.0832,11.9236,11.8575,11.8671,11.8742,11.8974,11.9182,11.9556,11.9649,11.9779,,,,,,,,,,,,,,,,,,,,,
2007-02-23,12.7903,12.6389,12.5569,12.5160,12.3597,12.2139,12.1234,11.9782,11.9205,11.9422,11.9595,11.9925,12.0136,12.0388,12.0351,12.0298,,,,,,,,,,,,,,,,,,,,,
2007-02-26,12.7770,12.6258,12.5517,12.5147,12.3505,12.1928,12.0801,11.9359,11.8825,11.8953,11.9072,11.9290,11.9445,11.9866,11.9790,11.9685,,,,,,,,,,,,,,,,,,,,,
2007-02-27,12.7898,12.6419,12.5762,12.5434,12.3845,12.2578,12.1673,12.0789,12.0647,12.0979,12.1165,12.1779,12.2305,12.2584,12.2519,12.2429,,,,,,,,,,,,,,,,,,,,,
2007-02-28,12.7861,12.6579,12.6062,12.5803,12.4088,12.2714,12.1795,12.0813,12.0657,12.1016,12.1161,12.1498,12.1880,12.2352,12.2490,12.2684,,,,,,,,,,,,,,,,,,,,,
2007-03-01,12.7851,12.6591,12.6129,12.5898,12.4280,12.2845,12.1923,12.1471,12.1596,12.2025,12.2186,12.2524,12.2876,12.3009,12.3197,12.3461,,,,,,,,,,,,,,,,,,,,,
2007-03-02,12.7573,12.6103,12.5614,12.5322,12.3775,12.2347,12.1551,12.1600,12.2117,12.2781,12.3141,12.3645,12.4080,12.4689,12.4714,12.4749,,,,,,,,,,,,,,,,,,,,,
2007-03-05,12.7288,12.6022,12.5600,12.5292,12.3749,12.2568,12.1973,12.1950,12.2420,12.2958,12.3245,12.3893,12.4452,12.5032,12.5159,12.5336,,,,,,,,,,,,,,,,,,,,,
2007-03-06,12.6978,12.5745,12.5334,12.4977,12.3403,12.1837,12.0809,12.0298,12.0429,12.0826,12.1067,12.1363,12.1645,12.2484,12.2748,12.3117,,,,,,,,,,,,,,,,,,,,,
2007-03-07,12.6490,12.5282,12.4880,12.4488,12.3018,12.1342,12.0241,11.9613,11.9722,12.0200,12.0526,12.1055,12.1455,12.2169,12.2254,12.2374,,,,,,,,,,,,,,,,,,,,,
2007-03-08,12.6661,12.5577,12.5216,12.4814,12.3465,12.1930,12.0794,11.9920,11.9905,12.0302,12.0599,12.1324,12.1889,12.2668,12.2630,12.2576,,,,,,,,,,,,,,,,,,,,,
2007-03-09,12.6627,12.5528,12.5162,12.4713,12.3377,12.1694,12.0595,11.9521,11.9356,11.9673,11.9945,12.0518,12.0958,12.1779,12.1773,12.1765,,,,,,,,,,,,,,,,,,,,,
2007-03-12,12.6362,12.5315,12.4967,12.4464,12.3086,12.1277,12.0153,11.8937,11.8712,11.9000,11.9202,11.9666,12.0040,12.0615,12.0648,12.0694,,,,,,,,,,,,,,,,,,,,,
2007-03-13,12.6331,12.5410,12.5103,12.4546,12.3118,12.1396,12.0410,11.9792,11.9833,12.0211,12.0544,12.1268,12.1740,12.2246,12.2288,12.2348,,,,,,,,,,,,,,,,,,,,,
2007-03-14,12.6069,12.5252,12.4979,12.4381,12.2961,12.1243,12.0174,11.9297,11.9240,11.9604,11.9828,12.0357,12.0752,12.1084,12.1027,12.0946,,,,,,,,,,,,,,,,,,,,,
2007-03-15,12.5886,12.5192,12.4961,12.4302,12.2849,12.1379,12.0312,11.9329,11.9205,11.9504,11.9708,12.0210,12.0572,12.0893,12.0907,12.0926,,,,,,,,,,,,,,,,,,,,,
2007-03-16,12.5809,12.5208,12.5008,12.4340,12.2984,12.1398,12.0414,11.9544,11.9480,11.9790,11.9996,12.0512,12.0918,12.1396,12.1293,12.1149,,,,,,,,,,,,,,,,,,,,,
2007-03-19,12.5699,12.5169,12.4992,12.4262,12.2891,12.1374,12.0239,11.9212,11.8989,11.9228,11.9455,11.9974,12.0352,12.0914,12.0915,12.0915,,,,,,,,,,,,,,,,,,,,,
2007-03-20,12.5665,12.5179,12.5017,12.4231,12.2866,12.1343,12.0215,11.9086,11.8900,11.9206,11.9411,11.9917,12.0322,12.0877,12.0908,12.0950,,,,,,,,,,,,,,,,,,,,,
2007-03-21,12.5428,12.4979,12.4829,12.4013,12.2703,12.1161,11.9862,11.8163,11.7636,11.7807,11.7966,11.8305,11.8581,11.9117,11.9130,11.9149,,,,,,,,,,,,,,,,,,,,,
2007-03-22,12.5341,12.4948,12.4817,12.3999,12.2781,12.1115,11.9769,11.8001,11.7355,11.7394,11.7584,11.8002,11.8266,11.8756,11.8822,11.8914,,,,,,,,,,,,,,,,,,,,,
2007-03-23,12.5220,12.4881,12.4768,12.3925,12.2756,12.1094,11.9853,11.8263,11.7727,11.7804,11.7996,11.8392,11.8648,11.9120,11.9175,11.9253,,,,,,,,,,,,,,,,,,,,,
2007-03-26,12.5021,12.4731,12.4635,12.3776,12.2665,12.1127,11.9770,11.8130,11.7630,11.7676,11.7877,11.8278,11.8535,11.9022,11.9032,11.9046,,,,,,,,,,,,,,,,,,,,,
2007-03-27,12.4908,12.4679,12.4603,12.3736,12.2686,12.1142,11.9865,11.8184,11.7647,11.7718,11.7903,11.8199,11.8397,11.8863,11.8878,11.8899,,,,,,,,,,,,,,,,,,,,,
2007-03-28,12.4717,12.4546,12.4490,12.3641,12.2679,12.1084,11.9993,11.8458,11.8029,11.8094,11.8235,11.8637,11.8911,11.9250,11.9232,11.9206,,,,,,,,,,,,,,,,,,,,,
2007-03-29,12.4563,12.4447,12.4408,12.3520,12.2576,12.0999,11.9780,11.8222,11.7738,11.7740,11.7838,11.8118,11.8335,11.8747,11.8762,11.8782,,,,,,,,,,,,,,,,,,,,,
2007-03-30,12.3676,12.3600,12.3574,12.2779,12.1985,12.0546,11.9101,11.7578,11.7021,11.6967,11.7139,11.7356,11.7471,11.7808,11.7764,11.7704,,,,,,,,,,,,,,,,,,,,,
2007-04-02,12.3655,12.3655,12.3602,12.2777,12.1953,12.0407,11.8951,11.7333,11.6730,11.6650,11.6643,11.6813,11.6968,11.7206,11.7165,11.7107,,,,,,,,,,,,,,,,,,,,,
2007-04-03,12.3337,12.3337,12.3233,12.2437,12.1621,12.0177,11.8753,11.7149,11.6480,11.6280,11.6255,11.6452,11.6542,11.6492,11.6580,11.6702,,,,,,,,,,,,,,,,,,,,,
2007-04-04,12.3460,12.3460,12.3297,12.2480,12.1623,12.0162,11.8759,11.7340,11.6634,11.6324,11.6238,11.6335,11.6397,11.6455,11.6503,11.6571,,,,,,,,,,,,,,,,,,,,,
2007-04-05,12.3025,12.3025,12.2823,12.2080,12.1273,11.9877,11.8837,11.7344,11.6499,11.6266,11.6198,11.6143,11.6157,11.6293,11.6337,11.6398,,,,,,,,,,,,,,,,,,,,,
2007-04-09,12.3018,12.3018,12.2752,12.1982,12.1115,11.9582,11.8506,11.6897,11.6045,11.5609,11.5418,11.5255,11.5194,11.5283,11.5328,11.5391,,,,,,,,,,,,,,,,,,,,,
2007-04-10,12.3399,12.3399,12.3022,12.2128,12.1106,11.9409,11.8079,11.6539,11.5652,11.5283,11.5123,11.4922,11.4822,11.4731,11.4710,11.4680,,,,,,,,,,,,,,,,,,,,,
2007-04-11,12.3600,12.3600,12.3165,12.2295,12.1270,11.9583,11.8315,11.6913,11.6129,11.5751,11.5442,11.5281,11.5196,11.4907,11.4924,11.4947,,,,,,,,,,,,,,,,,,,,,
2007-04-12,12.3541,12.3541,12.3048,12.2200,12.1244,11.9945,11.8743,11.7327,11.6438,11.5859,11.5537,11.5154,11.4918,11.4727,11.4702,11.4668,,,,,,,,,,,,,,,,,,,,,
2007-04-13,12.3405,12.3405,12.2917,12.2184,12.1231,11.9542,11.8240,11.6733,11.5681,11.5107,11.4705,11.4064,11.3643,11.3128,11.3109,11.3082,,,,,,,,,,,,,,,,,,,,,
2007-04-16,12.3296,12.3296,12.2716,12.1948,12.0931,11.9225,11.7884,11.6091,11.5060,11.4229,11.3707,11.2903,11.2334,11.1689,11.1714,11.1748,,,,,,,,,,,,,,,,,,,,,
2007-04-17,12.3304,12.3304,12.2655,12.1889,12.0826,11.9017,11.7597,11.5846,11.4682,11.3691,11.2935,11.2216,11.1759,11.1131,11.1172,11.1231,,,,,,,,,,,,,,,,,,,,,
2007-04-18,12.3098,12.3098,12.2357,12.1569,12.0466,11.8649,11.7149,11.5331,11.4108,11.3071,11.2217,11.1464,11.1074,11.0661,11.0661,11.0662,,,,,,,,,,,,,,,,,,,,,
2007-04-19,12.3149,12.3149,12.1863,12.0628,11.8884,11.6339,11.4681,11.2300,11.1104,11.0162,10.9409,10.8682,10.8388,10.8394,10.8380,10.8361,,,,,,,,,,,,,,,,,,,,,
2007-04-20,12.2985,12.2985,12.1636,12.0457,11.8606,11.5778,11.4053,11.1468,11.0147,10.9296,10.8816,10.8190,10.7869,10.7885,10.8128,10.8468,,,,,,,,,,,,,,,,,,,,,
2007-04-23,12.2848,12.2848,12.1473,12.0374,11.8613,11.5906,11.4066,11.1428,11.0028,10.9049,10.8497,10.7878,10.7529,10.7397,10.7629,10.7954,,,,,,,,,,,,,,,,,,,,,
2007-04-24,12.3131,12.3131,12.1645,12.0556,11.8791,11.6163,11.4278,11.1694,11.0276,10.9239,10.8574,10.8078,10.7828,10.7660,10.7799,10.7994,,,,,,,,,,,,,,,,,,,,,
2007-04-25,12.3000,12.3000,12.1290,12.0135,11.8295,11.5607,11.3481,11.0686,10.9200,10.8118,10.7352,10.6818,10.6576,10.6434,10.6577,10.6777,,,,,,,,,,,,,,,,,,,,,
2007-04-26,12.3103,12.3103,12.1383,12.0310,11.8540,11.5912,11.3823,11.1324,10.9959,10.8926,10.8035,10.7629,10.7410,10.6994,10.7159,10.7390,,,,,,,,,,,,,,,,,,,,,
2007-04-27,12.2991,12.2991,12.1250,12.0243,11.8433,11.5805,11.3828,11.1437,11.0184,10.9132,10.8377,10.7653,10.7289,10.7138,10.7373,10.7702,,,,,,,,,,,,,,,,,,,,,
2007-04-30,12.2787,12.2787,12.1069,12.0147,11.8404,11.5796,11.3731,11.1270,10.9874,10.8667,10.7805,10.7115,10.6835,10.6805,10.6904,10.7042,,,,,,,,,,,,,,,,,,,,,
2007-05-02,12.2518,12.2518,12.0675,11.9755,11.7939,11.5300,11.3208,11.0438,10.8774,10.7378,10.6353,10.5609,10.5306,10.5213,10.5312,10.5451,,,,,,,,,,,,,,,,,,,,,
2007-05-03,12.2527,12.2388,12.0492,11.9546,11.7664,11.5000,11.2936,10.9950,10.8162,10.6752,10.5722,10.4838,10.4494,10.4472,10.4494,10.4525,,,,,,,,,,,,,,,,,,,,,
2007-05-04,12.2697,12.2393,12.0370,11.9360,11.7253,11.4408,11.2251,10.9296,10.7801,10.6504,10.5529,10.4815,10.4566,10.4627,10.4724,10.4860,,,,,,,,,,,,,,,,,,,,,
2007-05-07,12.2731,12.2285,12.0353,11.9388,11.7273,11.4450,11.2267,10.9133,10.7663,10.6475,10.5676,10.5031,10.4816,10.4951,10.5041,10.5167,,,,,,,,,,,,,,,,,,,,,
2007-05-08,12.2748,12.2165,12.0320,11.9398,11.7325,11.4501,11.2294,10.9271,10.7854,10.6598,10.5957,10.5211,10.4891,10.4940,10.5009,10.5105,,,,,,,,,,,,,,,,,,,,,
2007-05-09,12.2432,12.1709,11.9929,11.9040,11.7020,11.4308,11.2106,10.8742,10.7152,10.6034,10.5217,10.4590,10.4314,10.4179,10.4236,10.4317,,,,,,,,,,,,,,,,,,,,,
2007-05-10,12.2374,12.1514,11.9796,11.8939,11.6927,11.4307,11.2261,10.9152,10.7870,10.6700,10.5934,10.5523,10.5297,10.5019,10.5040,10.5069,,,,,,,,,,,,,,,,,,,,,
2007-05-11,12.2254,12.1261,11.9607,11.8781,11.6730,11.4109,11.2007,10.8957,10.7459,10.6416,10.5577,10.5031,10.4788,10.4564,10.4509,10.4432,,,,,,,,,,,,,,,,,,,,,
2007-05-14,12.2248,12.1123,11.9531,11.8737,11.6621,11.3979,11.1826,10.8738,10.7257,10.6228,10.5472,10.4743,10.4364,10.4042,10.4005,10.3953,,,,,,,,,,,,,,,,,,,,,
2007-05-15,12.2242,12.0953,11.9380,11.8595,11.6227,11.3383,11.1116,10.7927,10.6176,10.5070,10.4431,10.3586,10.3114,10.2764,10.2807,10.2866,,,,,,,,,,,,,,,,,,,,,
2007-05-16,12.2009,12.0460,11.8809,11.7985,11.5489,11.2543,11.0079,10.6542,10.4810,10.3449,10.2746,10.1735,10.1173,10.0776,10.0795,10.0821,,,,,,,,,,,,,,,,,,,,,
2007-05-17,12.1801,12.0042,11.8392,11.7568,11.5196,11.2273,10.9881,10.6251,10.4228,10.2639,10.1683,10.0558,9.9898,9.9166,9.8904,9.8539,,,,,,,,,,,,,,,,,,,,,
2007-05-18,12.1852,11.9968,11.8400,11.7617,11.5109,11.2152,10.9892,10.6606,10.4687,10.3069,10.2166,10.1001,10.0315,9.9581,9.9320,9.8955,,,,,,,,,,,,,,,,,,,,,
2007-05-21,12.1855,11.9839,11.8342,11.7594,11.4956,11.1936,10.9692,10.6240,10.4178,10.2522,10.1532,10.0123,9.9312,9.8511,9.8259,9.7907,,,,,,,,,,,,,,,,,,,,,
2007-05-22,12.1688,11.9505,11.8051,11.7325,11.4707,11.1765,10.9598,10.6291,10.4179,10.2563,10.1606,9.9973,9.8949,9.7792,9.7461,9.6996,,,,,,,,,,,,,,,,,,,,,
2007-05-23,12.1492,11.9311,11.8005,11.7353,11.4907,11.2017,10.9866,10.6762,10.4977,10.3664,10.3017,10.1416,10.0326,9.8986,9.8602,9.8064,,,,,,,,,,,,,,,,,,,,,
2007-05-24,12.1760,11.9588,11.8413,11.7826,11.5565,11.2949,11.1121,10.8271,10.6573,10.5335,10.4816,10.3592,10.2785,10.1777,10.1376,10.0816,,,,,,,,,,,,,,,,,,,,,
2007-05-25,12.1499,11.9170,11.8030,11.7460,11.5043,11.2498,11.0576,10.7434,10.5537,10.4331,10.3731,10.2562,10.1784,10.0710,10.0202,9.9491,,,,,,,,,,,,,,,,,,,,,
2007-05-28,12.1303,11.8923,11.7867,11.7339,11.4847,11.2232,11.0302,10.7193,10.5304,10.4087,10.3518,10.2351,10.1564,10.0499,10.0051,9.9423,,,,,,,,,,,,,,,,,,,,,
2007-05-29,12.1255,11.8768,11.7766,11.7266,11.4899,11.2427,11.0625,10.7711,10.6029,10.5009,10.4530,10.3387,10.2612,10.1588,10.1194,10.0643,,,,,,,,,,,,,,,,,,,,,
2007-05-30,12.0967,11.8615,11.7754,11.7324,11.4911,11.2436,11.0549,10.7602,10.5784,10.4675,10.4212,10.3141,10.2407,10.1479,10.1218,10.0852,,,,,,,,,,,,,,,,,,,,,
2007-05-31,12.0708,11.8311,11.7513,11.7114,11.4597,11.2143,11.0236,10.7039,10.5460,10.4052,10.3502,10.2618,10.1945,10.0908,10.0535,10.0015,,,,,,,,,,,,,,,,,,,,,
2007-06-01,12.0328,11.7863,11.7042,11.6632,11.3996,11.1374,10.9256,10.5996,10.4291,10.2966,10.2455,10.1428,10.0778,9.9930,9.9512,9.8927,,,,,,,,,,,,,,,,,,,,,
2007-06-04,12.0188,11.8154,11.7476,11.7062,11.4638,11.2153,11.0197,10.7222,10.5498,10.4177,10.3671,10.2955,10.2360,10.1404,10.1133,10.0753,,,,,,,,,,,,,,,,,,,,,
2007-06-05,11.9836,11.8078,11.7492,11.7056,11.4807,11.2427,11.0631,10.7707,10.6298,10.4808,10.4378,10.3700,10.3080,10.2148,10.2077,10.1977,,,,,,,,,,,,,,,,,,,,,
2007-06-06,11.9606,11.8117,11.7621,11.7176,11.5156,11.2711,11.0979,10.8313,10.6855,10.5519,10.5014,10.4185,10.3519,10.2610,10.2533,10.2425,,,,,,,,,,,,,,,,,,,,,
2007-06-08,11.8086,11.6487,11.5954,11.5401,11.3223,11.0659,10.8913,10.6470,10.5328,10.4482,10.4340,10.3976,10.3546,10.2801,10.2724,10.2617,,,,,,,,,,,,,,,,,,,,,
2007-06-11,11.8059,11.6533,11.6025,11.5382,11.3083,11.0528,10.8715,10.5964,10.4828,10.4167,10.4062,10.3793,10.3542,10.3083,10.2901,10.2646,,,,,,,,,,,,,,,,,,,,,
2007-06-12,11.7969,11.6648,11.6208,11.5516,11.3254,11.0699,10.9168,10.6789,10.6136,10.5639,10.6026,10.6206,10.6248,10.6112,10.5923,10.5659,,,,,,,,,,,,,,,,,,,,,
2007-06-13,11.7708,11.6417,11.5987,11.5235,11.3050,11.0658,10.9091,10.6871,10.6210,10.5958,10.5877,10.5980,10.5944,10.5737,10.5688,10.5620,,,,,,,,,,,,,,,,,,,,,
2007-06-14,11.7370,11.6142,11.5733,11.4899,11.2706,11.0244,10.8574,10.6188,10.5653,10.5135,10.5003,10.4704,10.4428,10.3911,10.3679,10.3355,,,,,,,,,,,,,,,,,,,,,
2007-06-15,11.7069,11.5963,11.5595,11.4723,11.2632,11.0126,10.8339,10.5592,10.4794,10.4184,10.3870,10.3404,10.3122,10.2690,10.2394,10.1979,,,,,,,,,,,,,,,,,,,,,
2007-06-18,11.7006,11.5975,11.5632,11.4659,11.2514,11.0094,10.8347,10.5691,10.4859,10.3996,10.3871,10.3490,10.3262,10.2931,10.2711,10.2404,,,,,,,,,,,,,,,,,,,,,
2007-06-19,11.6790,11.5881,11.5579,11.4555,11.2476,10.9979,10.8205,10.5660,10.4845,10.3988,10.3866,10.3408,10.3148,10.2812,10.2602,10.2307,,,,,,,,,,,,,,,,,,,,,
2007-06-20,11.6678,11.5899,11.5639,11.4583,11.2604,11.0309,10.8819,10.6413,10.5634,10.4969,10.5010,10.4702,10.4430,10.4039,10.3982,10.3902,,,,,,,,,,,,,,,,,,,,,
2007-06-21,11.6494,11.5812,11.5585,11.4448,11.2474,11.0078,10.8616,10.6276,10.5815,10.5152,10.5172,10.4990,10.4749,10.4305,10.4205,10.4066,,,,,,,,,,,,,,,,,,,,,
2007-06-22,11.6432,11.5875,11.5689,11.4546,11.2704,11.0408,10.9145,10.7213,10.6899,10.6574,10.6641,10.6591,10.6443,10.6055,10.5873,10.5619,,,,,,,,,,,,,,,,,,,,,
2007-06-25,11.6271,11.5857,11.5719,11.4668,11.3095,11.0964,11.0124,10.8863,10.8966,10.8987,10.9159,10.9152,10.8788,10.7965,10.7882,10.7765,,,,,,,,,,,,,,,,,,,,,
2007-06-26,11.5648,11.5278,11.5154,11.4035,11.2477,11.0171,10.9184,10.8093,10.8253,10.8819,10.8917,10.8845,10.8615,10.7996,10.7694,10.7272,,,,,,,,,,,,,,,,,,,,,
2007-06-27,11.5305,11.5022,11.4927,11.3745,11.2208,10.9724,10.8563,10.7144,10.7290,10.7701,10.7718,10.7646,10.7373,10.6749,10.6583,10.6350,,,,,,,,,,,,,,,,,,,,,
2007-06-28,11.5045,11.4850,11.4785,11.3467,11.1865,10.9366,10.8228,10.7028,10.7181,10.7579,10.7742,10.7917,10.7747,10.7167,10.6998,10.6761,,,,,,,,,,,,,,,,,,,,,
2007-06-29,11.4829,11.4730,11.4697,11.3331,11.1778,10.9315,10.7953,10.6610,10.6961,10.7109,10.7653,10.7793,10.7677,10.7278,10.7175,10.7030,,,,,,,,,,,,,,,,,,,,,
2007-07-02,11.4525,11.4525,11.4525,11.3208,11.1805,10.9298,10.8107,10.6622,10.6601,10.6875,10.6815,10.6896,10.6731,10.6243,10.6082,10.5856,,,,,,,,,,,,,,,,,,,,,
2007-07-03,11.4622,11.4622,11.4622,11.3280,11.1905,10.9510,10.8240,10.6787,10.6904,10.7210,10.7300,10.7206,10.7029,10.6617,10.6427,10.6162,,,,,,,,,,,,,,,,,,,,,
2007-07-04,11.4776,11.4776,11.4698,11.3483,11.2222,11.0420,10.9334,10.8036,10.8407,10.8728,10.8911,10.8912,10.8813,10.8513,10.8354,10.8132,,,,,,,,,,,,,,,,,,,,,
2007-07-05,11.4763,11.4763,11.4587,11.3246,11.1855,11.0218,10.9103,10.7873,10.8269,10.8694,10.8766,10.8827,10.8775,10.8521,10.8347,10.8103,,,,,,,,,,,,,,,,,,,,,
